1,58,AAPL,2017-07-21,149.990005,150.440002,148.880005,150.270004,148.540421,26252600,0,0
1,59,AAPL,2017-07-24,150.580002,152.440002,149.899994,152.089996,150.339478,21493200,0,0
1,60,AAPL,2017-07-25,151.800003,153.839996,151.800003,152.740005,150.98201,18853900,0,0
1,61,AAPL,2017-07-26,153.350006,153.929993,153.059998,153.460007,151.69371,15781000,0,0
1,62,AAPL,2017-07-27,153.75,153.990005,147.300003,150.559998,148.827087,32476300,0,0
1,63,AAPL,2017-07-28,149.889999,150.229996,149.190002,149.5,147.779282,17213700,0,0
1,64,AAPL,2017-07-31,149.899994,150.330002,148.130005,148.729996,147.018143,19845900,0,0
1,65,AAPL,2017-08-01,149.100006,150.220001,148.410004,150.050003,148.322952,35368600,0,0
1,66,AAPL,2017-08-02,159.279999,159.75,156.160004,157.139999,155.33136,69936800,0,0
1,67,AAPL,2017-08-03,157.050003,157.210007,155.020004,155.570007,153.779419,27097300,0,0
1,68,AAPL,2017-08-04,156.070007,157.399994,155.690002,156.389999,154.589981,20559900,0,0
1,69,AAPL,2017-08-07,157.059998,158.919998,156.669998,158.809998,156.982132,21870300,0,0
1,70,AAPL,2017-08-08,158.600006,161.830002,158.270004,160.080002,158.237503,36205900,0,0
1,71,AAPL,2017-08-09,159.259995,161.270004,159.110001,161.059998,159.206223,26131500,0,0
1,72,AAPL,2017-08-10,159.899994,160,154.630005,155.320007,154.135223,40804300,0,0
1,73,AAPL,2017-08-11,156.600006,158.570007,156.070007,157.479996,156.278748,26257100,0,0
1,74,AAPL,2017-08-14,159.320007,160.210007,158.75,159.850006,158.630661,22122700,0,0
1,75,AAPL,2017-08-15,160.660004,162.199997,160.139999,161.600006,160.36731,29465500,0,0
1,76,AAPL,2017-08-16,161.940002,162.509995,160.149994,160.949997,159.72226,27671600,0,0
1,77,AAPL,2017-08-17,160.520004,160.710007,157.839996,157.860001,156.655838,27940600,0,0
1,78,AAPL,2017-08-18,157.860001,159.5,156.720001,157.5,156.298584,27428100,0,0
1,79,AAPL,2017-08-21,157.5,157.889999,155.110001,157.210007,156.010803,26368500,0,0
1,80,AAPL,2017-08-22,158.229996,160,158.020004,159.779999,158.561203,21604600,0,0
1,81,AAPL,2017-08-23,159.070007,160.470001,158.880005,159.979996,158.759674,19399100,0,0
